Execute Anonymous

================================

Map<String, Schema.SObjectType> objects = Schema.getGlobalDescribe();
Schema.DescribeSObjectResult objInfo = null;
for(Schema.SObjectType obj : objects.values()){
    objInfo = obj.getDescribe();
    System.debug(objInfo.getName()+' ['+ objInfo.getLabel()+' ]');

}

================================

28.0 APEX_CODE,DEBUG;APEX_PROFILING,DEBUG;CALLOUT,INFO;DB,INFO;VALIDATION,INFO;WORKFLOW,INFO
Execute Anonymous: Map<String, Schema.SObjectType> objects = Schema.getGlobalDescribe();
Execute Anonymous: Schema.DescribeSObjectResult objInfo = null;
Execute Anonymous: for(Schema.SObjectType obj : objects.values()){
Execute Anonymous:     objInfo = obj.getDescribe();
Execute Anonymous:     System.debug(objInfo.getName()+' ['+ objInfo.getLabel()+' ]');
Execute Anonymous: 
Execute Anonymous: }
14:45:10.348 (348819078)|USER_DEBUG|[5]|DEBUG|NoteAndAttachment [Note and Attachment ]
14:45:10.348 (348947512)|USER_DEBUG|[5]|DEBUG|FeedLike [Feed Like ]
14:45:10.349 (349103994)|USER_DEBUG|[5]|DEBUG|DomainSite [Custom URL ]
14:45:10.349 (349230982)|USER_DEBUG|[5]|DEBUG|LoginIp [Login IP ]
14:45:10.349 (349383281)|USER_DEBUG|[5]|DEBUG|Training_Class__c [Training Class ]
14:45:10.352 (352075376)|USER_DEBUG|[5]|DEBUG|Lead [Lead ]
14:45:10.352 (352275475)|USER_DEBUG|[5]|DEBUG|Course_Inspection__c [Course Inspection ]
14:45:10.352 (352428228)|USER_DEBUG|[5]|DEBUG|AdditionalNumber [Additional Directory Number ]
14:45:10.352 (352559272)|USER_DEBUG|[5]|DEBUG|SolutionStatus [Solution Status Value ]
14:45:10.352 (352687963)|USER_DEBUG|[5]|DEBUG|ApexLog [Apex Debug Log ]
14:45:10.352 (352814146)|USER_DEBUG|[5]|DEBUG|BusinessProcess [Business Process ]
14:45:10.352 (352939439)|USER_DEBUG|[5]|DEBUG|UserPreference [User Preference ]
14:45:10.353 (353068927)|USER_DEBUG|[5]|DEBUG|RecordType [Record Type ]
14:45:10.353 (353207566)|USER_DEBUG|[5]|DEBUG|FeedComment [Feed Comment ]
14:45:10.353 (353333375)|USER_DEBUG|[5]|DEBUG|UserFeed [User Feed ]
14:45:10.353 (353471558)|USER_DEBUG|[5]|DEBUG|ApexClass [Apex Class ]
14:45:10.353 (353602268)|USER_DEBUG|[5]|DEBUG|RecordTypeLocalization [Translation ]
14:45:10.353 (353744191)|USER_DEBUG|[5]|DEBUG|CategoryData [Category Data ]
14:45:10.353 (353878404)|USER_DEBUG|[5]|DEBUG|Safety_Equipment__History [History: Safety Equipment ]
14:45:10.354 (354032384)|USER_DEBUG|[5]|DEBUG|CaseContactRole [Case Contact Role ]
14:45:10.354 (354163491)|USER_DEBUG|[5]|DEBUG|Period [Period ]
14:45:10.354 (354337745)|USER_DEBUG|[5]|DEBUG|myfaxv3__BillingCode__c [MyFax Billing Code ]
14:45:10.354 (354472182)|USER_DEBUG|[5]|DEBUG|Holiday [Holiday ]
14:45:10.354 (354619745)|USER_DEBUG|[5]|DEBUG|TaskFeed [Task Feed ]
14:45:10.354 (354758261)|USER_DEBUG|[5]|DEBUG|CaseTeamTemplate [Predefined Case Team ]
14:45:10.354 (354883809)|USER_DEBUG|[5]|DEBUG|SolutionFeed [Solution Feed ]
14:45:10.355 (355009269)|USER_DEBUG|[5]|DEBUG|CaseHistory [Case History ]
14:45:10.355 (355165629)|USER_DEBUG|[5]|DEBUG|PricebookEntry [Price Book Entry ]
14:45:10.355 (355291472)|USER_DEBUG|[5]|DEBUG|ContactFeed [Contact Feed ]
14:45:10.355 (355420468)|USER_DEBUG|[5]|DEBUG|AssignmentRule [Assignment Rule ]
14:45:10.356 (356011201)|USER_DEBUG|[5]|DEBUG|Case [Case ]
14:45:10.356 (356146832)|USER_DEBUG|[5]|DEBUG|ChatterActivity [Chatter Activity ]
14:45:10.356 (356289841)|USER_DEBUG|[5]|DEBUG|QuoteLineItem [Quote Line Item ]
14:45:10.356 (356435575)|USER_DEBUG|[5]|DEBUG|Pricebook2 [Price Book ]
14:45:10.356 (356611613)|USER_DEBUG|[5]|DEBUG|tinderbox__Document__c [TinderBox Document ]
14:45:10.356 (356760545)|USER_DEBUG|[5]|DEBUG|Job_Part_QA_Detail__c [Job Part QA Detail ]
14:45:10.356 (356893957)|USER_DEBUG|[5]|DEBUG|PermissionSetAssignment [Permission Set Assignment ]
14:45:10.357 (357067366)|USER_DEBUG|[5]|DEBUG|myfaxv3__InboundFax__c [MyFax Received Fax ]
14:45:10.357 (357203940)|USER_DEBUG|[5]|DEBUG|Shipping_Load_Project__History [History: Shipping Load Project ]
14:45:10.357 (357333127)|USER_DEBUG|[5]|DEBUG|LoginHistory [Login History ]
14:45:10.357 (357487460)|USER_DEBUG|[5]|DEBUG|CollaborationGroupMember [Group Member ]
14:45:10.357 (357629690)|USER_DEBUG|[5]|DEBUG|ContactShare [Contact Share ]
14:45:10.357 (357804930)|USER_DEBUG|[5]|DEBUG|APXTConga4__Conga_Email_Staging__c [Conga Email Staging ]
14:45:10.357 (357932709)|USER_DEBUG|[5]|DEBUG|QuoteFeed [Quote Feed ]
14:45:10.358 (358063518)|USER_DEBUG|[5]|DEBUG|Organization [Organization ]
14:45:10.358 (358191681)|USER_DEBUG|[5]|DEBUG|QueueSobject [Queue Sobject ]
14:45:10.358 (358317872)|USER_DEBUG|[5]|DEBUG|ContactHistory [Contact History ]
14:45:10.358 (358452380)|USER_DEBUG|[5]|DEBUG|Name [Name ]
14:45:10.358 (358586943)|USER_DEBUG|[5]|DEBUG|PushTopic [Push Topic ]
14:45:10.358 (358729468)|USER_DEBUG|[5]|DEBUG|Tool_Box__c [Tool Box ]
14:45:10.358 (358880767)|USER_DEBUG|[5]|DEBUG|Job_Fabrication_Detail__c [Job Fabrication Detail ]
14:45:10.359 (359028077)|USER_DEBUG|[5]|DEBUG|Training_Participants__c [Training Participants ]
14:45:10.359 (359165716)|USER_DEBUG|[5]|DEBUG|Profile [Profile ]
14:45:10.359 (359313334)|USER_DEBUG|[5]|DEBUG|R_D_Statement__c [R&D Product Traveler ]
14:45:10.359 (359445350)|USER_DEBUG|[5]|DEBUG|LeadFeed [Lead Feed ]
14:45:10.359 (359591856)|USER_DEBUG|[5]|DEBUG|ActivityHistory [Activity History ]
14:45:10.359 (359719866)|USER_DEBUG|[5]|DEBUG|Community [Zone ]
14:45:10.359 (359860793)|USER_DEBUG|[5]|DEBUG|Approval [Approval ]
14:45:10.359 (359996627)|USER_DEBUG|[5]|DEBUG|ApexTestResult [Apex Test Result ]
14:45:10.360 (360121572)|USER_DEBUG|[5]|DEBUG|Attachment [Attachment ]
14:45:10.360 (360295634)|USER_DEBUG|[5]|DEBUG|myfaxv3__ApplicationSetting__c [MyFax App Setting ]
14:45:10.360 (360440709)|USER_DEBUG|[5]|DEBUG|CaseShare [Case Share ]
14:45:10.360 (360590193)|USER_DEBUG|[5]|DEBUG|Job_Shipping_Details__c [Job Shipping Details ]
14:45:10.360 (360723992)|USER_DEBUG|[5]|DEBUG|ContractFeed [Contract Feed ]
14:45:10.360 (360854222)|USER_DEBUG|[5]|DEBUG|EntitySubscription [Entity Subscription ]
14:45:10.360 (360989836)|USER_DEBUG|[5]|DEBUG|DashboardComponent [Dashboard Component ]
14:45:10.361 (361120976)|USER_DEBUG|[5]|DEBUG|OpportunityPartner [Opportunity Partner ]
14:45:10.361 (361244716)|USER_DEBUG|[5]|DEBUG|CaseStatus [Case Status Value ]
14:45:10.361 (361365229)|USER_DEBUG|[5]|DEBUG|LeadStatus [Lead Status Value ]
14:45:10.361 (361512733)|USER_DEBUG|[5]|DEBUG|Shipping_Load__History [History: Shipping Load ]
14:45:10.361 (361641295)|USER_DEBUG|[5]|DEBUG|AccountHistory [Account History ]
14:45:10.361 (361794259)|USER_DEBUG|[5]|DEBUG|ContentVersion [Content ]
14:45:10.361 (361926315)|USER_DEBUG|[5]|DEBUG|OpportunityHistory [Opportunity History ]
14:45:10.362 (362062053)|USER_DEBUG|[5]|DEBUG|CollaborationGroup [Group ]
14:45:10.362 (362200668)|USER_DEBUG|[5]|DEBUG|ApexPage [Visualforce Page ]
14:45:10.362 (362328630)|USER_DEBUG|[5]|DEBUG|WebLinkLocalization [Custom Link Localization ]
14:45:10.362 (362474004)|USER_DEBUG|[5]|DEBUG|CollaborationGroupMemberRequest [Group Member Request ]
14:45:10.362 (362601058)|USER_DEBUG|[5]|DEBUG|ContractHistory [Contract History ]
14:45:10.362 (362729980)|USER_DEBUG|[5]|DEBUG|CronTrigger [Scheduled Jobs ]
14:45:10.362 (362858665)|USER_DEBUG|[5]|DEBUG|SetupEntityAccess [Setup Entity Access ]
14:45:10.362 (362993711)|USER_DEBUG|[5]|DEBUG|Project_Module_Detail__History [History: Project Detail ]
14:45:10.363 (363131036)|USER_DEBUG|[5]|DEBUG|ProcessInstanceHistory [Process Instance History ]
14:45:10.363 (363269621)|USER_DEBUG|[5]|DEBUG|EmailServicesFunction [Email Service ]
14:45:10.363 (363413341)|USER_DEBUG|[5]|DEBUG|UserLicense [User License ]
14:45:10.365 (365856915)|USER_DEBUG|[5]|DEBUG|Report [Report ]
14:45:10.366 (366027959)|USER_DEBUG|[5]|DEBUG|RecentlyViewed [Recently Viewed ]
14:45:10.366 (366196400)|USER_DEBUG|[5]|DEBUG|Project__c [Project ]
14:45:10.368 (368459166)|USER_DEBUG|[5]|DEBUG|Product2 [Product ]
14:45:10.370 (370744346)|USER_DEBUG|[5]|DEBUG|Topic [Topic ]
14:45:10.370 (370890059)|USER_DEBUG|[5]|DEBUG|BusinessHours [Business Hours ]
14:45:10.371 (371020166)|USER_DEBUG|[5]|DEBUG|DashboardComponentFeed [Dashboard Component Feed ]
14:45:10.371 (371145466)|USER_DEBUG|[5]|DEBUG|AccountFeed [Account Feed ]
14:45:10.371 (371283113)|USER_DEBUG|[5]|DEBUG|CaseTeamMember [Case Team Member ]
14:45:10.371 (371418116)|USER_DEBUG|[5]|DEBUG|HashtagDefinition [Hashtag Definition ]
14:45:10.371 (371563275)|USER_DEBUG|[5]|DEBUG|OpportunityStage [Opportunity Stage ]
14:45:10.371 (371791801)|USER_DEBUG|[5]|DEBUG|Survey__c [Survey ]
14:45:10.371 (371927991)|USER_DEBUG|[5]|DEBUG|CaseComment [Case Comment ]
14:45:10.372 (372074613)|USER_DEBUG|[5]|DEBUG|Project_Module__c [Project Type ]
14:45:10.372 (372247653)|USER_DEBUG|[5]|DEBUG|SelfServiceUser [CSS User ]
14:45:10.372 (372448088)|USER_DEBUG|[5]|DEBUG|ProcessInstance [Process Instance ]
14:45:10.372 (372722196)|USER_DEBUG|[5]|DEBUG|tinderbox__Proposal__History [History: TinderBox Proposal ]
14:45:10.372 (372906311)|USER_DEBUG|[5]|DEBUG|DocumentAttachmentMap [Document Entity Map ]
14:45:10.373 (373093461)|USER_DEBUG|[5]|DEBUG|SiteHistory [Site History ]
14:45:10.373 (373279235)|USER_DEBUG|[5]|DEBUG|ContentVersionHistory [Content Version History ]
14:45:10.373 (373460959)|USER_DEBUG|[5]|DEBUG|PartnerRole [Partner Role Value ]
14:45:10.373 (373671742)|USER_DEBUG|[5]|DEBUG|PermissionSet [Permission Set ]
14:45:10.373 (373857178)|USER_DEBUG|[5]|DEBUG|AggregateResult [Aggregate Result ]
14:45:10.374 (374976432)|USER_DEBUG|[5]|DEBUG|Contact [Contact ]
14:45:10.375 (375136012)|USER_DEBUG|[5]|DEBUG|AccountContactRole [Account Contact Role ]
14:45:10.375 (375280138)|USER_DEBUG|[5]|DEBUG|OpportunityShare [Opportunity Share ]
14:45:10.375 (375429040)|USER_DEBUG|[5]|DEBUG|CaseSolution [Case Solution ]
14:45:10.375 (375578137)|USER_DEBUG|[5]|DEBUG|FeedItem [Feed Item ]
14:45:10.375 (375716807)|USER_DEBUG|[5]|DEBUG|PartnerNetworkRecordConnection [Connection History ]
14:45:10.375 (375894754)|USER_DEBUG|[5]|DEBUG|myfaxv3__UserProfile__c [MyFax User Profile ]
14:45:10.378 (378287473)|USER_DEBUG|[5]|DEBUG|Campaign [Campaign ]
14:45:10.378 (378455173)|USER_DEBUG|[5]|DEBUG|Note [Note ]
14:45:10.378 (378656090)|USER_DEBUG|[5]|DEBUG|OpenActivity [Open Activity ]
14:45:10.378 (378797534)|USER_DEBUG|[5]|DEBUG|CampaignShare [Campaign Share ]
14:45:10.378 (378955104)|USER_DEBUG|[5]|DEBUG|ProjectUmbrellaItem__c [Project Rework Cost ]
14:45:10.379 (379109743)|USER_DEBUG|[5]|DEBUG|Certification__c [Certification ]
14:45:10.379 (379272701)|USER_DEBUG|[5]|DEBUG|tinderbox__Document__History [History: TinderBox Document ]
14:45:10.379 (379424055)|USER_DEBUG|[5]|DEBUG|SFDC_Expense_Line_Item__c [Expense Line Item ]
14:45:10.379 (379562384)|USER_DEBUG|[5]|DEBUG|AsyncApexJob [Apex Job ]
14:45:10.379 (379697395)|USER_DEBUG|[5]|DEBUG|Project_Module__History [History: Project Type ]
14:45:10.379 (379826615)|USER_DEBUG|[5]|DEBUG|AssetFeed [Asset Feed ]
14:45:10.379 (379965164)|USER_DEBUG|[5]|DEBUG|LeadShare [Lead Share ]
14:45:10.380 (380097937)|USER_DEBUG|[5]|DEBUG|Folder [Folder ]
14:45:10.380 (380274840)|USER_DEBUG|[5]|DEBUG|myfaxv3__ScheduledTask__c [MyFax Scheduled Task ]
14:45:10.380 (380413927)|USER_DEBUG|[5]|DEBUG|ContentDocument [Content ]
14:45:10.380 (380562966)|USER_DEBUG|[5]|DEBUG|ContentDocumentLink [Content Document Link ]
14:45:10.380 (380692881)|USER_DEBUG|[5]|DEBUG|WebLink [Custom Button or Link ]
14:45:10.380 (380818545)|USER_DEBUG|[5]|DEBUG|CaseFeed [Case Feed ]
14:45:10.383 (383102896)|USER_DEBUG|[5]|DEBUG|Account [Account ]
14:45:10.383 (383291627)|USER_DEBUG|[5]|DEBUG|CaseTeamTemplateRecord [Predefined Case Team Record ]
14:45:10.383 (383469804)|USER_DEBUG|[5]|DEBUG|Course_Detail__c [Course ]
14:45:10.383 (383623827)|USER_DEBUG|[5]|DEBUG|UserRecordAccess [User Record Access ]
14:45:10.383 (383746352)|USER_DEBUG|[5]|DEBUG|QuoteTemplateRichTextData [Quote Template Rich Text Data ]
14:45:10.383 (383914054)|USER_DEBUG|[5]|DEBUG|tinderbox__Proposal__c [TinderBox Proposal ]
14:45:10.384 (384053927)|USER_DEBUG|[5]|DEBUG|CollaborationGroupFeed [Group Feed ]
14:45:10.384 (384185550)|USER_DEBUG|[5]|DEBUG|AuthProvider [Auth. Provider ]
14:45:10.384 (384362357)|USER_DEBUG|[5]|DEBUG|APXTConga4__Conga_Template__c [Conga Template ]
14:45:10.384 (384515483)|USER_DEBUG|[5]|DEBUG|tinderbox__TinderBox_Accounts__c [Tinderbox Accounts ]
14:45:10.384 (384644930)|USER_DEBUG|[5]|DEBUG|ClientBrowser [Client Browser ]
14:45:10.384 (384769463)|USER_DEBUG|[5]|DEBUG|ContractStatus [Contract Status Value ]
14:45:10.384 (384906728)|USER_DEBUG|[5]|DEBUG|tinderbox__TinderBox_Fields__c [Tinderbox Fields ]
14:45:10.385 (385051694)|USER_DEBUG|[5]|DEBUG|Job__Feed [Feed: Job ]
14:45:10.385 (385182495)|USER_DEBUG|[5]|DEBUG|SolutionHistory [Solution History ]
14:45:10.385 (385332704)|USER_DEBUG|[5]|DEBUG|Assign_Safety_Equipment__c [Assign Safety Equipment ]
14:45:10.390 (390857074)|USER_DEBUG|[5]|DEBUG|Contract [Contract ]
14:45:10.390 (390999993)|USER_DEBUG|[5]|DEBUG|Inventory__History [History: Inventory ]
14:45:10.391 (391130616)|USER_DEBUG|[5]|DEBUG|Product2Feed [Product Feed ]
14:45:10.391 (391257556)|USER_DEBUG|[5]|DEBUG|ContentDocumentHistory [Content Document History ]
14:45:10.391 (391392731)|USER_DEBUG|[5]|DEBUG|TopicAssignment [Entity ]
14:45:10.391 (391527098)|USER_DEBUG|[5]|DEBUG|ReportFeed [Report Feed ]
14:45:10.391 (391665348)|USER_DEBUG|[5]|DEBUG|CampaignMemberStatus [Campaign Member Status ]
14:45:10.391 (391798252)|USER_DEBUG|[5]|DEBUG|ProcessInstanceStep [Process Instance Step ]
14:45:10.391 (391944728)|USER_DEBUG|[5]|DEBUG|EmailStatus [Email Status ]
14:45:10.392 (392066096)|USER_DEBUG|[5]|DEBUG|TaskPriority [Task Priority Value ]
14:45:10.392 (392245013)|USER_DEBUG|[5]|DEBUG|APXT_CMQR__Conga_Merge_Query__c [Conga Query ]
14:45:10.394 (394758122)|USER_DEBUG|[5]|DEBUG|Solution [Solution ]
14:45:10.394 (394902307)|USER_DEBUG|[5]|DEBUG|EventFeed [Event Feed ]
14:45:10.395 (395043030)|USER_DEBUG|[5]|DEBUG|APXTConga4__Conga_Composer_Settings__c [Conga Composer Settings ]
14:45:10.395 (395177053)|USER_DEBUG|[5]|DEBUG|ApexTestQueueItem [Apex Test Queue Item ]
14:45:10.395 (395311828)|USER_DEBUG|[5]|DEBUG|EmailServicesAddress [Email Services Address ]
14:45:10.395 (395448271)|USER_DEBUG|[5]|DEBUG|FieldPermissions [Field Permissions ]
14:45:10.395 (395601898)|USER_DEBUG|[5]|DEBUG|ContractContactRole [Contract Contact Role ]
14:45:10.398 (398923760)|USER_DEBUG|[5]|DEBUG|Quote [Quote ]
14:45:10.399 (399127448)|USER_DEBUG|[5]|DEBUG|tinderbox__TinderBox_Log__c [TinderBox Log ]
14:45:10.399 (399295002)|USER_DEBUG|[5]|DEBUG|ApexComponent [Visualforce Component ]
14:45:10.399 (399427734)|USER_DEBUG|[5]|DEBUG|ContentDocumentFeed [ContentDocument Feed ]
14:45:10.399 (399574054)|USER_DEBUG|[5]|DEBUG|StaticResource [Static Resource ]
14:45:10.399 (399700898)|USER_DEBUG|[5]|DEBUG|FiscalYearSettings [Fiscal Year Settings ]
14:45:10.399 (399869858)|USER_DEBUG|[5]|DEBUG|myfaxv3__OutboundFax__c [MyFax Sent Fax ]
14:45:10.400 (400003220)|USER_DEBUG|[5]|DEBUG|GroupMember [Group Member ]
14:45:10.400 (400181284)|USER_DEBUG|[5]|DEBUG|OpportunityContactRole [Opportunity Contact Role ]
14:45:10.402 (402550690)|USER_DEBUG|[5]|DEBUG|Task [Task ]
14:45:10.402 (402731523)|USER_DEBUG|[5]|DEBUG|tinderbox__content__c [TinderBox Content ]
14:45:10.402 (402869188)|USER_DEBUG|[5]|DEBUG|AccountPartner [Account Partner ]
14:45:10.402 (402998185)|USER_DEBUG|[5]|DEBUG|SiteFeed [Site ]
14:45:10.405 (405660050)|USER_DEBUG|[5]|DEBUG|Opportunity [Opportunity ]
14:45:10.405 (405811388)|USER_DEBUG|[5]|DEBUG|Shipping_Load__c [Shipping Load ]
14:45:10.405 (405947891)|USER_DEBUG|[5]|DEBUG|ObjectPermissions [Object Permissions ]
14:45:10.406 (406092985)|USER_DEBUG|[5]|DEBUG|Scontrol [Custom S-Control ]
14:45:10.406 (406245394)|USER_DEBUG|[5]|DEBUG|Related_Cost__c [Related Cost ]
14:45:10.406 (406376885)|USER_DEBUG|[5]|DEBUG|Group [Group ]
14:45:10.406 (406522942)|USER_DEBUG|[5]|DEBUG|User [User ]
14:45:10.406 (406662397)|USER_DEBUG|[5]|DEBUG|FeedTrackedChange [Feed Tracked Change ]
14:45:10.406 (406791787)|USER_DEBUG|[5]|DEBUG|ScontrolLocalization [Scontrol Localization ]
14:45:11.234 (406872581)|CUMULATIVE_LIMIT_USAGE
14:45:11.234|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 10
  Number of Email Invocations: 0 out of 10
  Number of fields describes: 0 out of 100
  Number of record type describes: 0 out of 100
  Number of child relationships describes: 0 out of 100
  Number of picklist describes: 0 out of 100
  Number of future calls: 0 out of 10

14:45:11.234|CUMULATIVE_LIMIT_USAGE_END

14:45:10.406 (406899252)|CODE_UNIT_FINISHED|execute_anonymous_apex
14:45:10.406 (406908402)|EXECUTION_FINISHED
